Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College,Merge Name,Team,Year
TE,Tyler Kroft,81,72,#131 TE,"6'5""",246,27,10/14/92,6,2015,3,85,Rutgers,T.Kroft,Buffalo Bills,2019
TE,Nate Becker,84,71,#145 TE,"6'5""",264,24,3/23/96,1,2019,,,Miami (Ohio),N.Becker,Buffalo Bills,2019
C,Evan Boehm,76,67,#91 C,"6'2""",302,26,8/18/93,5,2016,4,128,Missouri,E.Boehm,Buffalo Bills,2019
OG,Dion Dawkins,73,80,#25 OG,"6'4""",317,26,4/25/94,4,2017,2,63,Temple,D.Dawkins,Buffalo Bills,2019
OG,Jon Feliciano,76,77,#32 OG,"6'4""",323,28,2/9/92,6,2015,4,128,Miami (Fla.),J.Feliciano,Buffalo Bills,2019
OG,Quinton Spain,67,76,#37 OG,"6'4""",334,28,8/6/91,6,2015,,,West Virginia,Q.Spain,Buffalo Bills,2019
OG,Cody Ford,70,75,#42 OG,"6'4""",329,23,12/27/96,2,2019,2,38,Oklahoma,C.Ford,Buffalo Bills,2019
OG,Ryan Bates,71,68,#93 OG,"6'4""",306,23,2/13/97,2,2019,,,Penn State,R.Bates,Buffalo Bills,2019
OG,Marquel Harrell,68,67,#112 OG,"6'3""",309,,,0,2020,,,Auburn,M.Harrell,Buffalo Bills,2019
OG,Brandon Walton,79,67,#112 OG,6'4'',310,22,3/17/98,0,2020,,,Florida Atlantic,B.Walton,Buffalo Bills,2019
OG,Garrett McGhin,76,67,#112 OG,"6'6""",313,25,10/12/94,0,2019,,,East Carolina,G.McGhin,Buffalo Bills,2019
OG,Spencer Long,61,67,#112 OG,"6'5""",320,29,11/7/90,7,2014,3,78,Nebraska,S.Long,Buffalo Bills,2019
OT,Mitch Morse,60,85,#18 OT,"6'5""",305,28,4/20/92,6,2015,2,49,Missouri,M.Morse,Buffalo Bills,2019
OT,Ty Nsekhe,77,75,#59 OT,"6'8""",325,34,10/26/85,6,2012,,,Texas State,T.Nsekhe,Buffalo Bills,2019
OT,Daryl Williams,60,70,#127 OT,"6'5""",327,27,8/30/92,6,2015,4,102,Oklahoma,D.Williams,Buffalo Bills,2019
OT,Ike Boettger,65,68,#177 OT,"6'6""",307,25,10/4/94,3,2018,,,Iowa,I.Boettger,Buffalo Bills,2019
OT,Victor Salako,62,67,#226 OT,"6'5""",327,26,11/3/93,1,2017,,,Oklahoma State,V.Salako,Buffalo Bills,2019
OT,Trey Adams,,67,#226 OT,6'8'',318,,,0,2020,,,Washington,T.Adams,Buffalo Bills,2019
NT,Star Lotulelei,98,77,#10 NT,"6'2""",311,30,12/19/89,8,2013,1,14,Utah,S.Lotulelei,Buffalo Bills,2019
DT,Ed Oliver,91,78,#34 DT,"6'2""",287,22,12/11/97,2,2019,1,9,Houston,E.Oliver,Buffalo Bills,2019
DT,Harrison Phillips,99,74,#81 DT,"6'3""",307,24,1/24/96,3,2018,3,96,Stanford,H.Phillips,Buffalo Bills,2019
DT,Vernon Butler,92,73,#95 DT,"6'4""",323,26,6/13/94,5,2016,1,30,Louisiana Tech,V.Butler,Buffalo Bills,2019
DT,Vincent Taylor,96,72,#112 DT,"6'3""",304,26,1/4/94,4,2017,6,194,Oklahoma State,V.Taylor,Buffalo Bills,2019
DT,Quinton Jefferson,99,71,#134 DT,"6'4""",291,27,3/30/93,5,2016,5,147,Maryland,Q.Jefferson,Buffalo Bills,2019
DE,Darryl Johnson Jr.,92,76,#65 DE,"6'6""",253,23,4/3/97,2,2019,7,225,North Carolina A&T,D.Johnson,Buffalo Bills,2019
DE,Mario Addison,97,75,#78 DE,"6'3""",254,32,9/5/87,10,2011,,,Troy,M.Addison,Buffalo Bills,2019
DE,Bryan Cox Jr,94,69,#177 DE,"6'3""",265,25,6/24/94,4,2017,,,Florida,B.Cox,Buffalo Bills,2019
DE,A.J. Epenesa,57,67,#271 DE,"6'5""",275,21,9/14/98,0,2020,2,54,Iowa,A.Epenesa,Buffalo Bills,2019
DE,Mike Love,56,67,#271 DE,"6'3""",265,26,1/21/94,2,2018,,,South Florida,M.Love,Buffalo Bills,2019
DE,Jonathan Woodard,59,67,#271 DE,"6'5""",266,26,9/18/93,3,2016,7,226,Central Arkansas,J.Woodard,Buffalo Bills,2019
LB,Matt Milano,58,82,#40 LB,"6'0""",216,25,3/16/95,4,2017,5,163,Boston College,M.Milano,Buffalo Bills,2019
LB,Tremaine Edmunds,49,82,#40 LB,"6'4""",253,22,5/1/98,3,2018,1,16,Virginia Tech,T.Edmunds,Buffalo Bills,2019
LB,Trent Murphy,93,82,#40 LB,"6'5""",250,29,12/21/90,7,2014,2,47,Stanford,T.Murphy,Buffalo Bills,2019
LB,Jerry Hughes,55,79,#64 LB,"6'2""",255,31,8/12/88,11,2010,1,31,Texas Christian,J.Hughes,Buffalo Bills,2019
LB,Tyrel Dodson,53,71,#228 LB,"6'0""",237,21,6/24/98,1,2019,,,Texas A&M,T.Dodson,Buffalo Bills,2019
LB,Del'shawn Phillips,43,71,#228 LB,"6'2""",229,23,10/8/96,1,2019,,,Illinois,D.Phillips,Buffalo Bills,2019
LB,Vosean Joseph,50,71,#228 LB,"6'1""",230,22,12/14/97,2,2019,5,147,Florida,V.Joseph,Buffalo Bills,2019
LB,AJ Klein,53,70,#266 LB,"6'1""",250,28,7/29/91,8,2013,5,148,Iowa State,A.Klein,Buffalo Bills,2019
LB,Corey Thompson,52,67,#478 LB,"6'1""",224,26,12/22/93,3,2018,,,Louisiana State University - Shreveport,C.Thompson,Buffalo Bills,2019
LB,Tyler Matakevich,44,67,#478 LB,"6'0""",238,27,12/21/92,5,2016,7,246,Temple,T.Matakevich,Buffalo Bills,2019
CB,Micah Hyde,23,89,#8 CB,"6'0""",197,29,12/30/90,8,2013,5,159,Iowa,M.Hyde,Buffalo Bills,2019
CB,Tre'Davious White,27,87,#15 CB,"5'11""",191,25,1/15/95,4,2017,1,27,LSU,T.White,Buffalo Bills,2019
CB,Jordan Poyer,21,83,#34 CB,"6'0""",191,29,4/24/91,8,2013,7,218,Oregon State,J.Poyer,Buffalo Bills,2019
CB,Levi Wallace,39,81,#43 CB,"6'0""",179,25,6/11/95,3,2018,,,Alabama,L.Wallace,Buffalo Bills,2019
CB,Taron Johnson,24,77,#71 CB,"5'11""",192,23,7/26/96,3,2018,4,121,Weber State,T.Johnson,Buffalo Bills,2019
CB,EJ Gaines,26,76,#90 CB,"5'10""",190,28,2/22/92,6,2014,6,188,Missouri,E.Gaines,Buffalo Bills,2019
CB,Josh Norman,0,75,#115 CB,"6'0""",190,32,12/14/87,9,2012,5,143,Coastal Carolina,J.Norman,Buffalo Bills,2019
CB,Cameron Lewis,47,68,#302 CB,"5'9""",186,23,4/12/97,1,2019,,,Buffalo,C.Lewis,Buffalo Bills,2019
CB,Dane Jackson,30,67,#386 CB,"6'0""",187,23,11/28/96,0,2020,7,239,Pittsburgh,D.Jackson,Buffalo Bills,2019
CB,Isaiah Brown,,67,#386 CB,"6'1""",185,,,0,2020,,,Florida International,I.Brown,Buffalo Bills,2019
SS,Jaquan Johnson,46,76,#36 SS,"5'10""",191,24,11/12/95,2,2019,6,181,Miami (Fla.),J.Johnson,Buffalo Bills,2019
SS,Siran Neal,33,69,#85 SS,"6'0""",206,25,8/3/94,3,2018,5,154,Jacksonville State,S.Neal,Buffalo Bills,2019
SS,Josh Thomas,36,67,#141 SS,"6'0""",205,23,11/18/96,0,2020,5,143,Appalachian State,J.Thomas,Buffalo Bills,2019
FS,Mike Bell,,67,#136 FS,"6'3""",210,,,0,2020,,,Fresno State,M.Bell,Buffalo Bills,2019
FS,Garrett Taylor,37,67,#136 FS,"6'1""",203,23,11/6/96,0,2020,,,Penn State,G.Taylor,Buffalo Bills,2019
FS,Dean Marlowe,31,67,#136 FS,"6'1""",203,27,7/24/92,4,2015,,,James Madison,D.Marlowe,Buffalo Bills,2019
LS,Reid Ferguson,69,,,"6'1""",243,26,3/23/94,4,2016,,,LSU,R.Ferguson,Buffalo Bills,2019
P,Corey Bojorquez,9,74,#30 P,"6'0""",200,23,9/12/96,3,2018,,,New Mexico,C.Bojorquez,Buffalo Bills,2019
PK,Stephen Hauschka,4,76,#20 PK,"6'4""",210,34,6/28/85,13,2008,,,North Carolina State,S.Hauschka,Buffalo Bills,2019
PK,Kaare Vedvik,0,68,#64 PK,"6'4""",209,26,3/15/94,1,2018,,,Marshall,K.Vedvik,Buffalo Bills,2019
PK,Tyler Bass,2,67,#76 PK,"5'10""",185,23,2/13/97,0,2020,6,188,Georgia Southern,T.Bass,Buffalo Bills,2019
QB,Josh Allen,17,74,#27 QB,"6'5""",237,24,5/21/96,2nd season,2018,1,7,Wyoming,J.Allen,Buffalo Bills,2018
QB,Matt Barkley,5,69,#42 QB,"6'2""",227,29,9/7/90,7th season,2013,4,98,USC,M.Barkley,Buffalo Bills,2018
RB,TJ Yeldon,22,78,#40 RB,"6'1""",226,26,10/1/93,5th season,2015,2,36,Alabama,T.Yeldon,Buffalo Bills,2018
RB,Frank Gore,20,76,#38 RB,"5'9""",217,37,5/13/83,15th season,2005,3,65,Miami,F.Gore,Buffalo Bills,2018
RB,Devin Singletary,26,74,#70 RB,"5'7""",203,22,9/2/97,1st season,2019,3,74,Florida Atlantic,D.Singletary,Buffalo Bills,2018
RB,Senorise Perry,32,64,#124 RB,"6'0""",187,28,9/18/91,5th season,2014,,,Louisville,S.Perry,Buffalo Bills,2018
FB,Patrick DiMarco,42,67,#2 FB,"6'1""",240,31,3/25/89,8th season,2011,,,South Carolina,P.DiMarco,Buffalo Bills,2018
WR,Cole Beasley,10,81,#29 WR,"5'8""",177,31,4/25/89,8th season,2012,,,Southern Methodist,C.Beasley,Buffalo Bills,2018
WR,John Brown,15,79,#71 WR,"5'10""",179,30,4/2/90,6th season,2014,3,91,Pittsburg State,J.Brown,Buffalo Bills,2018
WR,Robert Foster,16,74,#109 WR,"6'2""",196,26,5/6/94,2nd season,2018,,,Alabama,R.Foster,Buffalo Bills,2018
WR,Duke Williams,82,74,,"6'2""",224,28,5/12/92,1st season,2016,,,Auburn,D.Williams,Buffalo Bills,2018
WR,Andre Roberts,18,74,#105 WR,"5'11""",195,32,1/8/88,10th season,2010,3,88,The Citadel,A.Roberts,Buffalo Bills,2018
WR,Isaiah McKenzie,19,70,,"5'7""",173,25,4/8/95,3rd season,2017,5,172,Georgia,I.McKenzie,Buffalo Bills,2018
WR,D'Haquille Williams,0,67,,,,,,Rookie,,,,,D.Williams,Buffalo Bills,2018
TE,Tyler Kroft,81,79,,"6'5""",246,27,10/14/92,5th season,2015,3,85,Rutgers,T.Kroft,Buffalo Bills,2018
TE,Dawson Knox,88,77,#35 TE,"6'4""",254,23,11/13/96,1st season,2019,3,96,Mississippi,D.Knox,Buffalo Bills,2018
TE,Tommy Sweeney,89,73,#62 TE,"6'4""",251,24,6/30/95,1st season,2019,7,228,Boston College,T.Sweeney,Buffalo Bills,2018
TE,Lee Smith,85,71,#57 TE,"6'6""",269,32,11/20/87,9th season,2011,5,159,Marshall,L.Smith,Buffalo Bills,2018
TE,Jason Croom,80,67,#46 TE,"6'5""",246,26,2/27/94,2nd season,2017,,,Tennessee,J.Croom,Buffalo Bills,2018
C,Mitch Morse,60,73,#10 C,"6'5""",305,28,4/20/92,5th season,2015,2,49,Missouri,M.Morse,Buffalo Bills,2018
OG,Quinton Spain,67,75,#38 OG,"6'4""",334,28,8/6/91,5th season,2015,,,West Virginia,Q.Spain,Buffalo Bills,2018
OG,Spencer Long,61,74,#29 OG,"6'5""",320,29,11/7/90,6th season,2014,3,78,Nebraska,S.Long,Buffalo Bills,2018
OG,Ike Boettger,65,68,#97 OG,"6'6""",307,25,10/4/94,2nd season,2018,,,Iowa,I.Boettger,Buffalo Bills,2018
OG,Jon Feliciano,76,67,#117 OG,"6'4""",323,28,2/9/92,5th season,2015,4,128,Miami (Fla.),J.Feliciano,Buffalo Bills,2018
OT,Dion Dawkins,73,77,#37 OT,"6'4""",317,26,4/25/94,3rd season,2017,2,63,Temple,D.Dawkins,Buffalo Bills,2018
OT,Cody Ford,70,75,#47 OT,"6'4""",329,23,12/27/96,1st season,2019,2,38,Oklahoma,C.Ford,Buffalo Bills,2018
OT,Ty Nsekhe,77,71,#92 OT,"6'8""",325,34,10/26/85,5th season,2012,,,Texas State,T.Nsekhe,Buffalo Bills,2018
OT,LaAdrian Waddle,74,70,#83 OT,"6'6""",321,28,7/21/91,6th season,2013,,,Texas Tech,L.Waddle,Buffalo Bills,2018
OT,Ryan Bates,71,67,,"6'4""",306,23,2/13/97,1st season,2019,,,Penn State,R.Bates,Buffalo Bills,2018
DT,Corey Liuget,94,83,#26 DT,"6'2""",300,30,12/11/89,9th season,2011,1,18,Illinois,C.Liuget,Buffalo Bills,2018
DT,Ed Oliver,91,78,#24 DT,"6'2""",287,22,12/11/97,1st season,2019,1,9,Houston,E.Oliver,Buffalo Bills,2018
DT,Star Lotulelei,98,76,#36 DT,"6'2""",311,30,12/19/89,7th season,2013,1,14,Utah,S.Lotulelei,Buffalo Bills,2018
DT,Jordan Phillips,97,74,#40 DT,"6'5""",329,27,9/20/92,5th season,2015,2,52,Oklahoma,J.Phillips,Buffalo Bills,2018
DT,Harrison Phillips,99,71,#48 DT,"6'3""",307,24,1/24/96,2nd season,2018,3,96,Stanford,H.Phillips,Buffalo Bills,2018
DT,Vincent Taylor,96,70,,"6'3""",304,26,1/4/94,3rd season,2017,6,194,Oklahoma State,V.Taylor,Buffalo Bills,2018
DE,Jerry Hughes,55,83,#19 DE,"6'2""",255,31,8/12/88,10th season,2010,1,31,Texas Christian,J.Hughes,Buffalo Bills,2018
DE,Trent Murphy,93,81,#41 DE,"6'5""",250,29,12/21/90,6th season,2014,2,47,Stanford,T.Murphy,Buffalo Bills,2018
DE,Shaq Lawson,90,77,#30 DE,"6'3""",269,26,6/16/94,4th season,2016,1,19,Clemson,S.Lawson,Buffalo Bills,2018
DE,Darryl Johnson Jr.,92,76,#57 DE,"6'6""",253,23,4/3/97,1st season,2019,7,225,North Carolina A&T,D.Johnson,Buffalo Bills,2018
LB,Lorenzo Alexander,57,78,#18 LB,"6'2""",275,37,5/31/83,12th season,2005,,,California,L.Alexander,Buffalo Bills,2018
LB,Maurice Alexander,41,76,#6 LB,"6'1""",220,29,2/16/91,5th season,2014,4,110,Utah State,M.Alexander,Buffalo Bills,2018
LB,Matt Milano,58,76,#60 LB,"6'0""",216,25,3/16/95,3rd season,2017,5,163,Boston College,M.Milano,Buffalo Bills,2018
LB,Tremaine Edmunds,49,75,#24 LB,"6'4""",253,22,5/1/98,2nd season,2018,1,16,Virginia Tech,T.Edmunds,Buffalo Bills,2018
LB,Vosean Joseph,50,71,#94 LB,"6'1""",230,22,12/14/97,1st season,2019,5,147,Florida,V.Joseph,Buffalo Bills,2018
LB,Tyrel Dodson,53,71,#61 LB,"6'0""",237,21,6/24/98,Rookie,2019,,,Texas A&M,T.Dodson,Buffalo Bills,2018
LB,Julian Stanford,51,69,#89 LB,"6'1""",229,29,9/2/90,6th season,2012,,,Wagner - NY,J.Stanford,Buffalo Bills,2018
LB,Corey Thompson,52,67,#120 LB,"6'1""",224,26,12/22/93,2nd season,2018,,,Louisiana State University - Shreveport,C.Thompson,Buffalo Bills,2018
CB,Tre'Davious White,27,88,#17 CB,"5'11""",191,25,1/15/95,3rd season,2017,1,27,LSU,T.White,Buffalo Bills,2018
CB,Levi Wallace,39,75,#86 CB,"6'0""",179,25,6/11/95,2nd season,2018,,,Alabama,L.Wallace,Buffalo Bills,2018
CB,Kevin Johnson,29,74,#118 CB,"6'0""",188,27,8/4/92,5th season,2015,1,16,Wake Forest,K.Johnson,Buffalo Bills,2018
CB,Taron Johnson,24,68,#104 CB,"5'11""",192,23,7/26/96,2nd season,2018,4,121,Weber State,T.Johnson,Buffalo Bills,2018
CB,Siran Neal,33,68,#152 CB,"6'0""",206,25,8/3/94,2nd season,2018,5,154,Jacksonville State,S.Neal,Buffalo Bills,2018
SS,Jordan Poyer,21,88,#15 SS,"6'0""",191,29,4/24/91,7th season,2013,7,218,Oregon State,J.Poyer,Buffalo Bills,2018
SS,Jaquan Johnson,46,76,#34 SS,"5'10""",191,24,11/12/95,1st season,2019,6,181,Miami (Fla.),J.Johnson,Buffalo Bills,2018
SS,Dean Marlowe,31,67,,"6'1""",203,27,7/24/92,3rd season,2015,,,James Madison,D.Marlowe,Buffalo Bills,2018
FS,Micah Hyde,23,92,#4 FS,"6'0""",197,29,12/30/90,7th season,2013,5,159,Iowa,M.Hyde,Buffalo Bills,2018
FS,Kurt Coleman,28,74,#50 FS,"5'10""",192,31,7/1/88,10th season,2010,7,243,Ohio State,K.Coleman,Buffalo Bills,2018
LS,Reid Ferguson,69,46,#29 LS,"6'1""",243,26,3/23/94,3rd season,2016,,,LSU,R.Ferguson,Buffalo Bills,2018
K,Stephen Hauschka,4,79,#16 K,"6'4""",210,34,6/28/85,12th season,2008,,,North Carolina State,S.Hauschka,Buffalo Bills,2018
P,Corey Bojorquez,9,74,#24 P,"6'0""",200,23,9/12/96,2nd season,2018,,,New Mexico,C.Bojorquez,Buffalo Bills,2018
QB,Matt Barkley,5,72,#45 QB,"6'2""",227,29,9/7/90,6th season,2013,4,98,USC,M.Barkley,Buffalo Bills,2017
QB,Nathan Peterman,2,72,#60 QB,"6'2""",225,26,5/3/94,1st season,2017,5,171,Pittsburgh,N.Peterman,Buffalo Bills,2017
QB,Derek Anderson,3,69,#64 QB,"6'6""",235,37,6/15/83,13th season,2005,6,213,Oregon State,D.Anderson,Buffalo Bills,2017
QB,Josh Allen,17,61,#38 QB,"6'5""",237,24,5/21/96,1st season,2018,1,7,Wyoming,J.Allen,Buffalo Bills,2017
RB,LeSean McCoy,25,92,#11 RB,"5'10""",198,31,7/12/88,10th season,2009,2,53,Pittsburgh,L.McCoy,Buffalo Bills,2017
RB,Chris Ivory,33,80,#34 RB,"6'0""",222,32,3/22/88,8th season,2010,,,Tiffin - OH,C.Ivory,Buffalo Bills,2017
RB,Taiwan Jones,26,72,#95 RB,"6'0""",194,31,7/25/88,8th season,2011,4,125,Eastern Washington,T.Jones,Buffalo Bills,2017
RB,Keith Ford,35,67,#120 RB,"5'10""",212,26,4/18/94,-1th season,2018,,,Texas A&M,K.Ford,Buffalo Bills,2017
RB,Marcus Murphy,45,65,#82 RB,"5'8""",189,28,10/2/91,1st season,2015,7,230,Missouri,M.Murphy,Buffalo Bills,2017
FB,Patrick DiMarco,42,84,#3 FB,"6'1""",240,31,3/25/89,7th season,2011,,,South Carolina,P.DiMarco,Buffalo Bills,2017
WR,Terrelle Pryor,10,83,#111 WR,"6'4""",232,31,6/20/89,5th season,2011,3,,Ohio State,T.Pryor,Buffalo Bills,2017
WR,Jeremy Kerley,14,77,#83 WR,"5'9""",188,31,11/8/88,7th season,2011,5,153,TCU,J.Kerley,Buffalo Bills,2017
WR,Robert Foster,16,74,#166 WR,"6'2""",196,26,5/6/94,1st season,2018,,,Alabama,R.Foster,Buffalo Bills,2017
WR,Zay Jones,11,74,#92 WR,"6'2""",202,25,3/29/95,2nd season,2017,2,37,East Carolina,Z.Jones,Buffalo Bills,2017
WR,Deonte Thompson,10,69,#135 WR,"6'0""",203,31,2/14/89,5th season,2012,,,Florida,D.Thompson,Buffalo Bills,2017
WR,Isaiah McKenzie,19,67,#210 WR,"5'7""",173,25,4/8/95,2nd season,2017,5,172,Georgia,I.McKenzie,Buffalo Bills,2017
WR,Ray-Ray McCloud,14,67,#184 WR,"5'9""",190,23,10/14/96,1st season,2018,6,187,Clemson,R.McCloud,Buffalo Bills,2017
WR,Cam Phillips,87,67,#145 WR,"6'0""",201,24,12/16/95,-1th season,2018,,,Virginia Tech,C.Phillips,Buffalo Bills,2017
WR,Da'mari Scott,15,65,#233 WR,"6'1""",205,24,8/7/95,Rookie,2018,,,Fresno State,D.Scott,Buffalo Bills,2017
WR,Victor Bolden Jr.,13,61,#250 WR,"5'9""",175,25,4/3/95,1st season,2017,,,Oregon State,V.Bolden,Buffalo Bills,2017
TE,Charles Clay,85,86,#13 TE,"6'3""",250,31,2/13/89,8th season,2011,6,174,Tulsa,C.Clay,Buffalo Bills,2017
TE,Khari Lee,88,72,#70 TE,"6'4""",267,28,1/15/92,3rd season,2015,,,Bowie State,K.Lee,Buffalo Bills,2017
TE,Jason Croom,80,66,#121 TE,"6'5""",246,26,2/27/94,1st season,2017,,,Tennessee,J.Croom,Buffalo Bills,2017
TE,Logan Thomas,82,60,#124 TE,"6'6""",248,28,6/30/91,4th season,2014,4,120,Virginia Tech,L.Thomas,Buffalo Bills,2017
C,Russell Bodine,66,78,#37 C,"6'3""",310,27,6/29/92,3rd season,2014,4,111,North Carolina,R.Bodine,Buffalo Bills,2017
C,Ryan Groy,72,72,#40 C,"6'5""",316,29,9/30/90,5th season,2014,,,Wisconsin,R.Groy,Buffalo Bills,2017
OG,John Miller,76,76,#45 OG,"6'2""",303,26,8/11/93,4th season,2015,3,81,Louisville,J.Miller,Buffalo Bills,2017
OG,Wyatt Teller,75,76,#95 OG,"6'4""",314,25,11/20/94,1st season,2018,5,166,Virginia Tech,W.Teller,Buffalo Bills,2017
OG,Vladimir Ducasse,62,72,#40 OG,"6'4""",325,32,10/15/87,8th season,2010,2,61,Massachusetts,V.Ducasse,Buffalo Bills,2017
OG,Ike Boettger,65,68,#86 OG,"6'6""",307,25,10/4/94,1st season,2018,,,Iowa,I.Boettger,Buffalo Bills,2017
OT,Dion Dawkins,73,76,#45 OT,"6'4""",317,26,4/25/94,2nd season,2017,2,63,Temple,D.Dawkins,Buffalo Bills,2017
OT,Jordan Mills,79,72,#72 OT,"6'5""",316,29,12/24/90,5th season,2013,5,163,Louisiana Tech,J.Mills,Buffalo Bills,2017
OT,Jeremiah Sirles,74,68,#112 OT,"6'6""",315,28,8/8/91,4th season,2014,,,Nebraska,J.Sirles,Buffalo Bills,2017
OT,Conor McDermott,68,67,#115 OT,"6'8""",305,27,10/18/92,2nd season,2017,6,211,UCLA,C.McDermott,Buffalo Bills,2017
DT,Kyle Williams,95,87,#22 DT,"6'1""",306,37,6/10/83,12th season,2006,5,134,LSU,K.Williams,Buffalo Bills,2017
DT,Jordan Phillips,97,76,#57 DT,"6'5""",329,27,9/20/92,4th season,2015,2,52,Oklahoma,J.Phillips,Buffalo Bills,2017
DT,Star Lotulelei,98,75,#45 DT,"6'2""",311,30,12/19/89,6th season,2013,1,14,Utah,S.Lotulelei,Buffalo Bills,2017
DT,Harrison Phillips,99,73,#99 DT,"6'3""",307,24,1/24/96,1st season,2018,3,96,Stanford,H.Phillips,Buffalo Bills,2017
DE,Trent Murphy,93,81,#36 DE,"6'5""",250,29,12/21/90,5th season,2014,2,47,Stanford,T.Murphy,Buffalo Bills,2017
DE,Jerry Hughes,55,81,#43 DE,"6'2""",255,31,8/12/88,9th season,2010,1,31,Texas Christian,J.Hughes,Buffalo Bills,2017
DE,Shaq Lawson,90,76,#58 DE,"6'3""",269,26,6/16/94,3rd season,2016,1,19,Clemson,S.Lawson,Buffalo Bills,2017
DE,Mike Love,56,67,#147 DE,"6'3""",265,26,1/21/94,Rookie,2018,,,South Florida,M.Love,Buffalo Bills,2017
DE,Eddie Yarbrough,54,63,#156 DE,"6'2""",253,27,4/23/93,1st season,2016,,,Wyoming,E.Yarbrough,Buffalo Bills,2017
LB,Lorenzo Alexander,57,84,#33 LB,"6'2""",275,37,5/31/83,11th season,2005,,,California,L.Alexander,Buffalo Bills,2017
LB,Tremaine Edmunds,49,76,#29 LB,"6'4""",253,22,5/1/98,1st season,2018,1,16,Virginia Tech,T.Edmunds,Buffalo Bills,2017
LB,Corey Thompson,52,67,#110 LB,"6'1""",224,26,12/22/93,1st season,2018,,,Louisiana State University - Shreveport,C.Thompson,Buffalo Bills,2017
LB,Deon Lacey,44,66,#121 LB,"6'1""",227,29,7/18/90,2nd season,2013,,,West Alabama,D.Lacey,Buffalo Bills,2017
LB,Matt Milano,58,65,#44 LB,"6'0""",216,25,3/16/95,2nd season,2017,5,163,Boston College,M.Milano,Buffalo Bills,2017
LB,Julian Stanford,51,63,#82 LB,"6'1""",229,29,9/2/90,5th season,2012,,,Wagner - NY,J.Stanford,Buffalo Bills,2017
CB,Vontae Davis,22,86,#57 CB,"5'11""",205,32,5/27/88,8th season,2009,1,25,Illinois,V.Davis,Buffalo Bills,2017
CB,Tre'Davious White,27,78,#19 CB,"5'11""",191,25,1/15/95,2nd season,2017,1,27,LSU,T.White,Buffalo Bills,2017
CB,Levi Wallace,47,75,#134 CB,"6'0""",179,25,6/11/95,1st season,2018,,,Alabama,L.Wallace,Buffalo Bills,2017
CB,Taron Johnson,24,74,#161 CB,"5'11""",192,23,7/26/96,1st season,2018,4,121,Weber State,T.Johnson,Buffalo Bills,2017
CB,Ryan Lewis,38,65,#201 CB,"5'11""",191,26,4/14/94,1st season,2017,,,Pittsburgh,R.Lewis,Buffalo Bills,2017
CB,Denzel Rice,37,62,#215 CB,"6'0""",185,27,3/31/93,1st season,2015,,,Coastal Carolina,D.Rice,Buffalo Bills,2017
CB,Lafayette Pitts,30,62,#211 CB,"5'10""",200,27,9/23/92,1st season,2016,,,Pittsburgh,L.Pitts,Buffalo Bills,2017
DB,Rafael Bush,20,75,#3 DB,"5'11""",195,33,5/12/87,7th season,2010,,,South Carolina State,R.Bush,Buffalo Bills,2017
SS,Micah Hyde,23,76,#1 SS,"6'0""",197,29,12/30/90,6th season,2013,5,159,Iowa,M.Hyde,Buffalo Bills,2017
SS,Siran Neal,29,69,#60 SS,"6'0""",206,25,8/3/94,1st season,2018,5,154,Jacksonville State,S.Neal,Buffalo Bills,2017
SS,Dean Marlowe,31,65,#61 SS,"6'1""",203,27,7/24/92,2nd season,2015,,,James Madison,D.Marlowe,Buffalo Bills,2017
FS,Jordan Poyer,21,70,#7 FS,"6'0""",191,29,4/24/91,6th season,2013,7,218,Oregon State,J.Poyer,Buffalo Bills,2017
LS,Reid Ferguson,69,60,#31 LS,"6'1""",243,26,3/23/94,2nd season,2016,,,LSU,R.Ferguson,Buffalo Bills,2017
K,Stephen Hauschka,4,78,#10 K,"6'4""",210,34,6/28/85,11th season,2008,,,North Carolina State,S.Hauschka,Buffalo Bills,2017
P,Matt Darr,8,78,#20 P,"6'1""",220,27,7/2/92,Rookie,2015,,,Tennessee,M.Darr,Buffalo Bills,2017
P,Corey Bojorquez,9,73,#30 P,"6'0""",200,23,9/12/96,1st season,2018,,,New Mexico,C.Bojorquez,Buffalo Bills,2017
P,Colton Schmidt,6,73,#23 P,"5'10""",215,29,10/27/90,4th season,2013,,,Cal - Davis,C.Schmidt,Buffalo Bills,2017
QB,Teddy Bridgewater,5,76,#30 QB,"6'2""",214,27,11/9/92,7,2014,1,32,Louisville,T.Bridgewater,Carolina Panthers,2020
QB,Will Grier,3,70,#62 QB,"6'2""",217,25,4/2/95,2,2019,3,100,West Virginia,W.Grier,Carolina Panthers,2020
QB,Phillip Walker,6,68,#88 QB,"5'11""",199,25,2/25/95,1,2017,,,Temple,P.Walker,Carolina Panthers,2020
RB,Christian McCaffrey,22,99,#1 RB,"5'11""",202,24,6/6/96,4,2017,1,8,Stanford,C.McCaffrey,Carolina Panthers,2020
RB,Mike Davis,27,75,#110 RB,"5'9""",217,27,2/18/93,6,2015,4,126,South Carolina,M.Davis,Carolina Panthers,2020
RB,Jordan Scarlett,20,70,#196 RB,"5'11""",208,24,2/8/96,2,2019,5,154,Florida,J.Scarlett,Carolina Panthers,2020
RB,Rodney Smith,,67,#304 RB,5'9'',208,,,0,2020,,,Minnesota,R.Smith,Carolina Panthers,2020
